"Participant","Age","Gender","Lote","Proficiency","Age_Englsh","Age_Lote","Item.number","Type","Value","Lexicalization","Bias","Order","Group","Context"
50,33,"Gender Fluid","German","My English is stronger.","1","31",40,"experiment",99,108,"Bad","Filler","F","Sally%2C a high school student%2C was applying for a summer internship. She asked all of her teachers to write her a recommendation letter.  Some said they would love to%2C but others refused."
50,33,"Gender Fluid","German","My English is stronger.","1","31",41,"experiment",0,16,"Res","U","F","In the attic%2C Carl discovered an old photo of his grandmother.  He put it on a bookshelf in the family room.  That night%2C his cat found the photo and tore it to pieces with its claws.  Carl found the destroyed photo the next day."
50,33,"Gender Fluid","German","My English is stronger.","1","31",42,"experiment",99,108.5,"Good","Filler","F","Tina and her boyfriend%2C Leo%2C went out for a drive in the country. After a while they found a country store and went in.  Tina bought some candy and a few apples."
50,33,"Gender Fluid","German","My English is stronger.","1","31",43,"experiment",14,17,"Res","VPO","F","While Charlotte was fishing with her dad%2C she caught a plump%2C 11-inch bass.  Her dad put it in a bucket on the dock.  Suddenly the fish jumped out of the bucket%2C landing on the dock.  Charlotte picked it up and walked over to the bucket."
50,33,"Gender Fluid","German","My English is stronger.","1","31",44,"experiment",0,109,"Bad","Filler","F","Lenny was excited to watch the basketball championship game and invited his friends over.  Everyone had work to do%2C though%2C and none of his friends could make it."
50,33,"Gender Fluid","German","My English is stronger.","1","31",45,"experiment",99,18,"Res","VOP","F","It was the first day of fall exam week at Kennedy High School.  Principal Chen printed a sign  asking students to please be as quiet as possible in the halls.  One of the teachers taped it up on the front door.  As he left for lunch that day%2C he found the sign ripped down%2C lying on the front steps."
50,33,"Gender Fluid","German","My English is stronger.","1","31",46,"experiment",99,109.5,"Good","Filler","F","Liam and his friend Nate each have two older sisters.  Liam's sisters are nice and get along well with each other and with Liam."
50,33,"Gender Fluid","German","My English is stronger.","1","31",47,"experiment",0,19,"Rep","U","F","In a tree in Dashaun's backyard%2C a pair of robins built a nest and the mother soon laid an egg%2C which hatched. One day%2C when the parents were away from the nest%2C the baby bird fell out of the nest.  Dashaun got a ladder from the garage%2C picked up the bird and carried it up to the nest.  The next day%2C Dashaun noticed that the bird had fallen out of the nest a second time."
50,33,"Gender Fluid","German","My English is stronger.","1","31",48,"experiment",24,110,"Bad","Filler","F","Lucy's two daughters normally like exactly the same foods.  But they differ when it comes to sushi%2C which Emily loves but Monica hates."
50,33,"Gender Fluid","German","My English is stronger.","1","31",49,"experiment",99,20,"Rep","VPO","F","Cameron was looking forward to the burrito he had just bought.  As he unwrapped it%2C one of the corners of the burrito came open and a piece of chicken stuck out.  He tucked it back in.  He picked up the burrito to dip it in some sauce%2C and the piece of chicken poked back out.  Cameron was annoyed."
50,33,"Gender Fluid","German","My English is stronger.","1","31",50,"experiment",99,110.5,"Good","Filler","F","When they were little%2C Sam and his brother thought that Burger King was a real person."
50,33,"Gender Fluid","German","My English is stronger.","1","31",51,"experiment",99,21,"Rep","VOP","F","Melissa finally spotted a parking space.  It was near where some workers were doing road repairs.  As she was backing in%2C she knocked over an orange traffic cone.  As she climbed out of the car%2C she noticed the cone on the ground and set it back up.  After her appointment%2C she returned to her car to leave%2C and%2C as she was backing out of the parking spot%2C she knocked the cone down a second time.  Dutifully%2C she got out of her car and found the cone."
50,33,"Gender Fluid","German","My English is stronger.","1","31",52,"experiment",20,111,"Bad","Filler","F","Becky was an all star at calculus--the top student that all the other students came to for help. Fortunately for all the students%2C the midterm was much easier than everyone expected."
50,33,"Gender Fluid","German","My English is stronger.","1","31",53,"experiment",0,22,"Res","U","F","Denise%2C a pre-school teacher%2C was supervising children playing in the schoolyard.  Four-year-old Raquel tripped%2C fell down and began crying. Denise ran to her."
50,33,"Gender Fluid","German","My English is stronger.","1","31",54,"experiment",80,111.5,"Good","Filler","F","Tony and Margaret were about to give their big presentation. Tony%2C who was more nervous than Margaret%2C was sweating and couldn't keep his hands still."
50,33,"Gender Fluid","German","My English is stronger.","1","31",55,"experiment",79,23,"Res","VPO","F","It was time to clean the gutters on Amanda's house.  Her son got a ladder from the garage and put it up on the side of the house.  As Amanda was gathering her tools before climbing the ladder%2C her dog bumped the ladder%2C knocking it over.  Amanda cursed."
50,33,"Gender Fluid","German","My English is stronger.","1","31",56,"experiment",99,112,"Bad","Filler","F","Julie%2C a zoologist%2C explained that female baboons' chests get red when they are pregnant.  But other things can cause a reddened chest%2C too. "
50,33,"Gender Fluid","German","My English is stronger.","1","31",57,"experiment",99,24,"Res","VOP","F","Sam and Alex decided to celebrate their anniversary with a bottle of wine and a picnic in the park.  Sam uncorked the bottle and served the wine.    When it was time to go%2C there was still wine in the bottle%2C which Sam decided to take home."
51,21,"Female",NA,"My English is stronger.","2","na",10,"experiment",99,100.5,"Good","Filler","A","Manuel and his daughter Violet went out for dinner.  Manuel encourages his family not to eat meat."
51,21,"Female",NA,"My English is stronger.","2","na",11,"experiment",99,1,"Res","VOP","A","Maria was playing ball on the sidewalk.  She tripped and fell down%2C and then got back up.  At that moment%2C though%2C her brother%2C Alex%2C came jogging around the corner."
51,21,"Female",NA,"My English is stronger.","2","na",12,"experiment",19,101,"Bad","Filler","A","Detective Jackson narrowed the murder suspects to just four: Louis%2C Janet%2C Donald and Mitch.  The next day%2C Detective Jackson learned that Janet was not involved in the crime%2C since she was out of the state when the murder happened."
51,21,"Female",NA,"My English is stronger.","2","na",13,"experiment",0,2,"Rep","U","A","Edna bought a ceramic vase.  One day%2C Edna's puppy ran into the vase and broke off the handle. Edna glued it back on%2C but a week later her cat broke the handle. "
51,21,"Female",NA,"My English is stronger.","2","na",14,"experiment",99,101.5,"Good","Filler","A","Lisa's girlfriend was coming over for dinner. Lisa knew she hated spicy food."
51,21,"Female",NA,"My English is stronger.","2","na",15,"experiment",84,3,"Rep","VPO","A","Amy got a doll for her birthday.  The package contained a little purple hat%2C which Amy loved.  She immediately put it on the doll.    While she was asleep%2C her big brother found it and took off the doll's purple hat.  The next morning Amy found her doll not wearing its hat."
51,21,"Female",NA,"My English is stronger.","2","na",16,"experiment",86,102,"Bad","Filler","A","Reggie's pet parrot died.  It was a beautiful bird%2C but died young."
51,21,"Female",NA,"My English is stronger.","2","na",17,"experiment",99,4,"Rep","VOP","A","Gwen bought a container of strawberries at the store.  As she was unloading her groceries at home%2C the lid to the strawberries came open and the berries spilled out of the container onto Gwen's counter.  Gwen put them back in the container and left the room to wash her hands.  When she returned%2C her toddler had dumped the strawberries out of the container."
51,21,"Female",NA,"My English is stronger.","2","na",18,"experiment",88,102.5,"Good","Filler","A","It was Nancy's birthday%2C and Nancy's grandmother called to say she would come by to bring her a cake."
51,21,"Female",NA,"My English is stronger.","2","na",19,"experiment",0,5,"Res","U","A","Tammy's dad bought a new blender.  Tammy%2C who loved mechanical things%2C discovered it and took it completely apart%2C to learn how it works. Fortunately%2C Tammy's dad found all the pieces."
51,21,"Female",NA,"My English is stronger.","2","na",20,"experiment",99,103,"Bad","Filler","A","The week before the state test%2C each student in Ashley's class was assigned a different teacher to help them prepare. During the week%2C a snowstorm struck and many of the teachers had to stay home."
51,21,"Female",NA,"My English is stronger.","2","na",21,"experiment",88,6,"Res","VPO","A","Oscar bought his kitten a stuffed animal to play with.  The kitten was so rough with it that%2C by the next day%2C the kitten had pulled out all of the toy's stuffing.  Oscar discovered the shredded toy."
51,21,"Female",NA,"My English is stronger.","2","na",22,"experiment",99,103.5,"Good","Filler","A","It was a great New Year's Eve party. Kate%2C though%2C had several more drinks than she should have.  Mary felt bad for her."
51,21,"Female",NA,"My English is stronger.","2","na",23,"experiment",99,7,"Res","VOP","A","Marlon arrived at the swimming pool. As he was taking off his shoes%2C he lost his balance and fell in the pool.  He climbed back out%2C still in his shoes and shirt.  Just as he got out%2C though%2C the neighborhood bully came by."
51,21,"Female",NA,"My English is stronger.","2","na",24,"experiment",0,104,"Bad","Filler","A","It was Christmastime and Deirdre's mom had just baked her special fruitcake.  All of Deirdre's sisters absolutely love fruitcake. "
51,21,"Female",NA,"My English is stronger.","2","na",25,"experiment",0,8,"Rep","U","A","Carol bought a Christmas tree and put it up in her living room.  That night%2C Carol's cat bumped into the tree and knocked it down.  Carol found it on the floor the next day."
51,21,"Female",NA,"My English is stronger.","2","na",26,"experiment",99,104.5,"Good","Filler","A","Aria's brother wanted her to hear a new rap album just out.  He played for her the first four tracks before she stopped him%2C because she had to go to work."
51,21,"Female",NA,"My English is stronger.","2","na",27,"experiment",91,9,"Rep","VPO","A","One day%2C a stray cat Gloria had never seen before began meowing outside her door. Gloria opened the door and brought it in.  Gloria's dad soon decided that he didn't like the cat and sent it outside.  The next morning%2C Gloria discovered the cat back on their doorstep."
51,21,"Female",NA,"My English is stronger.","2","na",28,"experiment",67,105,"Bad","Filler","A","Professor Kaur offered an extra help session every Wednesday at 4:00.  During the whole semester%2C not a single student ever showed up."
51,21,"Female",NA,"My English is stronger.","2","na",29,"experiment",99,10,"Rep","VOP","A","Mandy bought a brand new bicycle.  She also bought a bell for the handlebar%2C and put it on herself. One day%2C she parked her bike at the grocery store and went in to shop.  When she emerged%2C she found the bell on the ground next to her bike.  Someone had knocked it off.  Mandy rode home and got out her tools."
51,21,"Female",NA,"My English is stronger.","2","na",30,"experiment",99,105.5,"Good","Filler","A","Doug and his friends believed that it was Marvin who had told the teacher that they cheated on the test.  Later they found out that Marvin hadn't done it."
51,21,"Female",NA,"My English is stronger.","2","na",31,"experiment",0,11,"Res","U","A","Doug took his canoe out for a trip around his favorite lake.   All of a sudden%2C a young duck crash landed inside his canoe%2C having apparently just gotten tangled in a power line above.  The duck%2C dazed and injured%2C stumbled on the edge of the canoe and then fell into the water.  Doug decided to take the duck to the park ranger station."
51,21,"Female",NA,"My English is stronger.","2","na",32,"experiment",0,106,"Bad","Filler","A","When she turned 14%2C Gwen began listening to rap and has loved it ever since."
51,21,"Female",NA,"My English is stronger.","2","na",33,"experiment",99,12,"Res","VPO","A","Martha bought a jar of Nutella.  That afternoon%2C her brother opened it and ate half the jar%2C leaving the lid on the counter.  Martha was furious."
51,21,"Female",NA,"My English is stronger.","2","na",34,"experiment",99,106.5,"Good","Filler","A","Chemistry was easy for Jenna who usually got good grades without studying.  On her last quiz%2C however%2C Jenna struggled and received a D."
51,21,"Female",NA,"My English is stronger.","2","na",35,"experiment",99,13,"Res","VOP","A","Soon after the start of Ellen's soccer game%2C she received a pass on the right side and brought the ball down the field.  Suddenly she tripped%2C and fell flat on her face%2C losing the ball.  She got up to recover the ball%2C but just then an opposing player put a shoulder into her."
51,21,"Female",NA,"My English is stronger.","2","na",36,"experiment",84,107,"Bad","Filler","A","Throughout high school Dennis secretly loved his friend%2C Tammy%2C who had never loved him in return%2C and never would.  One day%2C Tammy told him she was dating Jasper."
51,21,"Female",NA,"My English is stronger.","2","na",37,"experiment",0,14,"Rep","U","A","Mr. Avery decided to create a little pond in his backyard next to his flower garden.  He spent the afternoon digging a 4-foot wide basin%2C and filled it up with a garden hose.   Soon%2C a long heat wave dried up the little pond.  Mr. Avery got out the garden hose."
51,21,"Female",NA,"My English is stronger.","2","na",38,"experiment",99,107.5,"Good","Filler","A","Sarah's surgery was scheduled for noon on Friday. The doctor told her not to eat on the day of the surgery.  Sarah did as he asked and didn't eat anything."
51,21,"Female",NA,"My English is stronger.","2","na",39,"experiment",99,15,"Rep","VPO","A","Dr. Arroyo had just put the final touches on her new creation%2C a supercomputer.  The next day%2C in a ceremony at her lab%2C Dr Arroyo walked up to the computer and turned it on for the first time.  That night%2C however%2C the computer glitched and shut down.  Dr. Arroyo came to her lab the next morning and fixed the problem."
51,21,"Female",NA,"My English is stronger.","2","na",40,"experiment",99,108,"Bad","Filler","A","Sally%2C a high school student%2C was applying for a summer internship. She asked all of her teachers to write her a recommendation letter.  Some said they would love to%2C but others refused."
51,21,"Female",NA,"My English is stronger.","2","na",41,"experiment",99,16,"Rep","VOP","A","In the attic%2C Carl discovered an old photo of his grandmother.  It was ripped into several pieces%2C so Carl taped it together%2C and put it on a bookshelf in the family room.  That night%2C his cat found the photo and tore it to pieces with its claws.  Carl found the destroyed photo the next day."
51,21,"Female",NA,"My English is stronger.","2","na",42,"experiment",99,108.5,"Good","Filler","A","Tina and her boyfriend%2C Leo%2C went out for a drive in the country. After a while they found a country store and went in.  Tina bought some candy and a few apples."
51,21,"Female",NA,"My English is stronger.","2","na",43,"experiment",0,17,"Res","U","A","While Charlotte was fishing with her dad%2C she caught a plump%2C 11-inch bass.  Her dad put it in a bucket on the dock.  Suddenly the fish jumped out of the bucket%2C landing on the dock.  Charlotte picked it up and walked over to the bucket."
51,21,"Female",NA,"My English is stronger.","2","na",44,"experiment",13,109,"Bad","Filler","A","Lenny was excited to watch the basketball championship game and invited his friends over.  Everyone had work to do%2C though%2C and none of his friends could make it."
51,21,"Female",NA,"My English is stronger.","2","na",45,"experiment",99,18,"Res","VPO","A","It was the first day of fall exam week at Kennedy High School.  Principal Chen printed a sign  asking students to please be as quiet as possible in the halls.  One of the teachers taped it up on the front door.  As he left for lunch that day%2C he found the sign ripped down%2C lying on the front steps."
51,21,"Female",NA,"My English is stronger.","2","na",46,"experiment",99,109.5,"Good","Filler","A","Liam and his friend Nate each have two older sisters.  Liam's sisters are nice and get along well with each other and with Liam."
51,21,"Female",NA,"My English is stronger.","2","na",47,"experiment",99,19,"Res","VOP","A","In a tree in Dashaun's backyard%2C a pair of robins built a nest and the mother soon laid an egg.  The egg hatched and Dashaun watched the baby robin  grow. One day%2C when the parents were away from the nest%2C the baby bird fell out of the nest.  Dashaun got a ladder from the garage."
51,21,"Female",NA,"My English is stronger.","2","na",48,"experiment",81,110,"Bad","Filler","A","Lucy's two daughters normally like exactly the same foods.  But they differ when it comes to sushi%2C which Emily loves but Monica hates."
51,21,"Female",NA,"My English is stronger.","2","na",49,"experiment",0,20,"Rep","U","A","Cameron was looking forward to the burrito he had just bought.  As he unwrapped it%2C one of the corners of the burrito came open and a piece of chicken stuck out.  He tucked it back in.  He picked up the burrito to dip it in some sauce%2C and the piece of chicken poked back out.  Cameron was annoyed."
51,21,"Female",NA,"My English is stronger.","2","na",50,"experiment",99,110.5,"Good","Filler","A","When they were little%2C Sam and his brother thought that Burger King was a real person."
51,21,"Female",NA,"My English is stronger.","2","na",51,"experiment",99,21,"Rep","VPO","A","Melissa finally spotted a parking space.  It was near where some workers were doing road repairs.  As she was backing in%2C she knocked over an orange traffic cone.  As she climbed out of the car%2C she noticed the cone on the ground and set it back up.  After her appointment%2C she returned to her car to leave%2C and%2C as she was backing out of the parking spot%2C she knocked the cone down a second time.  Dutifully%2C she got out of her car and found the cone."
51,21,"Female",NA,"My English is stronger.","2","na",52,"experiment",62,111,"Bad","Filler","A","Becky was an all star at calculus--the top student that all the other students came to for help. Fortunately for all the students%2C the midterm was much easier than everyone expected."
51,21,"Female",NA,"My English is stronger.","2","na",53,"experiment",99,22,"Rep","VOP","A","Denise%2C a pre-school teacher%2C was supervising children playing in the schoolyard.  Four-year-old Raquel tripped%2C fell down and began crying. Denise ran to her and picked her up.  Not two minutes later%2C Raquel was knocked over by a bigger boy and began crying again.  Denise went back over to her."
51,21,"Female",NA,"My English is stronger.","2","na",54,"experiment",71,111.5,"Good","Filler","A","Tony and Margaret were about to give their big presentation. Tony%2C who was more nervous than Margaret%2C was sweating and couldn't keep his hands still."
51,21,"Female",NA,"My English is stronger.","2","na",55,"experiment",0,23,"Res","U","A","It was time to clean the gutters on Amanda's house.  Her son got a ladder from the garage and put it up on the side of the house.  As Amanda was gathering her tools before climbing the ladder%2C her dog bumped the ladder%2C knocking it over.  Amanda cursed."
51,21,"Female",NA,"My English is stronger.","2","na",56,"experiment",0,112,"Bad","Filler","A","Julie%2C a zoologist%2C explained that female baboons' chests get red when they are pregnant.  But other things can cause a reddened chest%2C too. "
51,21,"Female",NA,"My English is stronger.","2","na",57,"experiment",31,24,"Res","VPO","A","Sam and Alex decided to celebrate their anniversary with a bottle of wine and a picnic in the park.  Sam uncorked the bottle and served the wine.    When it was time to go%2C there was still wine in the bottle%2C which Sam decided to take home."
52,24,"Female",NA,"My English is stronger.","3",NA,10,"experiment",99,100.5,"Good","Filler","B","Manuel and his daughter Violet went out for dinner.  Manuel encourages his family not to eat meat."
52,24,"Female",NA,"My English is stronger.","3",NA,11,"experiment",99,1,"Res","VPO","B","Maria was playing ball on the sidewalk.  She tripped and fell down%2C and then got back up.  At that moment%2C though%2C her brother%2C Alex%2C came jogging around the corner."
52,24,"Female",NA,"My English is stronger.","3",NA,12,"experiment",99,101,"Bad","Filler","B","Detective Jackson narrowed the murder suspects to just four: Louis%2C Janet%2C Donald and Mitch.  The next day%2C Detective Jackson learned that Janet was not involved in the crime%2C since she was out of the state when the murder happened."
52,24,"Female",NA,"My English is stronger.","3",NA,13,"experiment",99,2,"Res","VOP","B","Edna bought a ceramic vase.  One day%2C Edna's puppy ran into the vase and broke off the handle. Fortunately%2C Edna had some glue. "
52,24,"Female",NA,"My English is stronger.","3",NA,14,"experiment",99,101.5,"Good","Filler","B","Lisa's girlfriend was coming over for dinner. Lisa knew she hated spicy food."
52,24,"Female",NA,"My English is stronger.","3",NA,15,"experiment",0,3,"Rep","U","B","Amy got a doll for her birthday.  The package contained a little purple hat%2C which Amy loved.  She immediately put it on the doll.    While she was asleep%2C her big brother found it and took off the doll's purple hat.  The next morning Amy found her doll not wearing its hat."
52,24,"Female",NA,"My English is stronger.","3",NA,16,"experiment",99,102,"Bad","Filler","B","Reggie's pet parrot died.  It was a beautiful bird%2C but died young."
52,24,"Female",NA,"My English is stronger.","3",NA,17,"experiment",0,4,"Rep","VPO","B","Gwen bought a container of strawberries at the store.  As she was unloading her groceries at home%2C the lid to the strawberries came open and the berries spilled out of the container onto Gwen's counter.  Gwen put them back in the container and left the room to wash her hands.  When she returned%2C her toddler had dumped the strawberries out of the container."
52,24,"Female",NA,"My English is stronger.","3",NA,18,"experiment",99,102.5,"Good","Filler","B","It was Nancy's birthday%2C and Nancy's grandmother called to say she would come by to bring her a cake."
52,24,"Female",NA,"My English is stronger.","3",NA,19,"experiment",99,5,"Rep","VOP","B","Tammy's dad bought a new blender.  It required assembly and he put it together the same day. Tammy%2C who loved mechanical things%2C then discovered it and took it completely apart%2C to learn how it works. Fortunately%2C Tammy's dad found all the pieces. "
52,24,"Female",NA,"My English is stronger.","3",NA,20,"experiment",0,103,"Bad","Filler","B","The week before the state test%2C each student in Ashley's class was assigned a different teacher to help them prepare. During the week%2C a snowstorm struck and many of the teachers had to stay home."
52,24,"Female",NA,"My English is stronger.","3",NA,21,"experiment",0,6,"Res","U","B","Oscar bought his kitten a stuffed animal to play with.  The kitten was so rough with it that%2C by the next day%2C the kitten had pulled out all of the toy's stuffing.  Oscar discovered the shredded toy."
52,24,"Female",NA,"My English is stronger.","3",NA,22,"experiment",99,103.5,"Good","Filler","B","It was a great New Year's Eve party. Kate%2C though%2C had several more drinks than she should have.  Mary felt bad for her."
52,24,"Female",NA,"My English is stronger.","3",NA,23,"experiment",99,7,"Res","VPO","B","Marlon arrived at the swimming pool. As he was taking off his shoes%2C he lost his balance and fell in the pool.  He climbed back out%2C still in his shoes and shirt.  Just as he got out%2C though%2C the neighborhood bully came by."
52,24,"Female",NA,"My English is stronger.","3",NA,24,"experiment",0,104,"Bad","Filler","B","It was Christmastime and Deirdre's mom had just baked her special fruitcake.  All of Deirdre's sisters absolutely love fruitcake. "
52,24,"Female",NA,"My English is stronger.","3",NA,25,"experiment",99,8,"Res","VOP","B","Dennis brought Carol a Christmas tree and he put it up in her living room.  That night%2C Carol's cat bumped into the tree and knocked it down.  Carol found it on the floor the next day."
52,24,"Female",NA,"My English is stronger.","3",NA,26,"experiment",95,104.5,"Good","Filler","B","Aria's brother wanted her to hear a new rap album just out.  He played for her the first four tracks before she stopped him%2C because she had to go to work."
52,24,"Female",NA,"My English is stronger.","3",NA,27,"experiment",0,9,"Rep","U","B","One day%2C a stray cat Gloria had never seen before began meowing outside her door. Gloria opened the door and brought it in.  Gloria's dad soon decided that he didn't like the cat and sent it outside.  The next morning%2C Gloria discovered the cat back on their doorstep."
52,24,"Female",NA,"My English is stronger.","3",NA,28,"experiment",0,105,"Bad","Filler","B","Professor Kaur offered an extra help session every Wednesday at 4:00.  During the whole semester%2C not a single student ever showed up."
52,24,"Female",NA,"My English is stronger.","3",NA,29,"experiment",99,10,"Rep","VPO","B","Mandy bought a brand new bicycle.  She also bought a bell for the handlebar%2C and put it on herself. One day%2C she parked her bike at the grocery store and went in to shop.  When she emerged%2C she found the bell on the ground next to her bike.  Someone had knocked it off.  Mandy rode home and got out her tools."
52,24,"Female",NA,"My English is stronger.","3",NA,30,"experiment",99,105.5,"Good","Filler","B","Doug and his friends believed that it was Marvin who had told the teacher that they cheated on the test.  Later they found out that Marvin hadn't done it."
52,24,"Female",NA,"My English is stronger.","3",NA,31,"experiment",99,11,"Rep","VOP","B","Doug took his canoe out for a trip around his favorite lake.   Along the way%2C he came across an injured duck floating in the water%2C and decided to take it to the park ranger station.  He lifted it in the canoe.  The duck%2C dazed and injured%2C stumbled on the edge of the canoe and then fell back into the water.  Doug maneuvered  the canoe around to where the duck lay in the water."
52,24,"Female",NA,"My English is stronger.","3",NA,32,"experiment",0,106,"Bad","Filler","B","When she turned 14%2C Gwen began listening to rap and has loved it ever since."
52,24,"Female",NA,"My English is stronger.","3",NA,33,"experiment",0,12,"Res","U","B","Martha bought a jar of Nutella.  That afternoon%2C her brother opened it and ate half the jar%2C leaving the lid on the counter.  Martha was furious."
52,24,"Female",NA,"My English is stronger.","3",NA,34,"experiment",99,106.5,"Good","Filler","B","Chemistry was easy for Jenna who usually got good grades without studying.  On her last quiz%2C however%2C Jenna struggled and received a D."
52,24,"Female",NA,"My English is stronger.","3",NA,35,"experiment",99,13,"Res","VPO","B","Soon after the start of Ellen's soccer game%2C she received a pass on the right side and brought the ball down the field.  Suddenly she tripped%2C and fell flat on her face%2C losing the ball.  She got up to recover the ball%2C but just then an opposing player put a shoulder into her."
52,24,"Female",NA,"My English is stronger.","3",NA,36,"experiment",0,107,"Bad","Filler","B","Throughout high school Dennis secretly loved his friend%2C Tammy%2C who had never loved him in return%2C and never would.  One day%2C Tammy told him she was dating Jasper."
52,24,"Female",NA,"My English is stronger.","3",NA,37,"experiment",99,14,"Res","VOP","B","Mr. Avery decided to create a little pond in his backyard next to his flower garden.  He spent the afternoon digging a 4-foot wide basin.  That night a rainstorm came and filled up the pond.  Soon%2C a long heat wave dried up the little pond.  Mr. Avery got out the garden hose."
52,24,"Female",NA,"My English is stronger.","3",NA,38,"experiment",99,107.5,"Good","Filler","B","Sarah's surgery was scheduled for noon on Friday. The doctor told her not to eat on the day of the surgery.  Sarah did as he asked and didn't eat anything."
52,24,"Female",NA,"My English is stronger.","3",NA,39,"experiment",0,15,"Rep","U","B","Dr. Arroyo had just put the final touches on her new creation%2C a supercomputer.  The next day%2C in a ceremony at her lab%2C Dr Arroyo walked up to the computer and turned it on for the first time.  That night%2C however%2C the computer glitched and shut down.  Dr. Arroyo came to her lab the next morning and fixed the problem."
52,24,"Female",NA,"My English is stronger.","3",NA,40,"experiment",99,108,"Bad","Filler","B","Sally%2C a high school student%2C was applying for a summer internship. She asked all of her teachers to write her a recommendation letter.  Some said they would love to%2C but others refused."
52,24,"Female",NA,"My English is stronger.","3",NA,41,"experiment",99,16,"Rep","VPO","B","In the attic%2C Carl discovered an old photo of his grandmother.  It was ripped into several pieces%2C so Carl taped it together%2C and put it on a bookshelf in the family room.  That night%2C his cat found the photo and tore it to pieces with its claws.  Carl found the destroyed photo the next day."
52,24,"Female",NA,"My English is stronger.","3",NA,42,"experiment",99,108.5,"Good","Filler","B","Tina and her boyfriend%2C Leo%2C went out for a drive in the country. After a while they found a country store and went in.  Tina bought some candy and a few apples."
52,24,"Female",NA,"My English is stronger.","3",NA,43,"experiment",99,17,"Rep","VOP","B","While Charlotte was fishing with her dad%2C she caught a plump%2C 11-inch bass. She carried the fish over to a bucket on the dock and put it in.  Suddenly the fish jumped out of the bucket%2C landing on the dock.  Charlotte picked it up and walked back over to the bucket."
52,24,"Female",NA,"My English is stronger.","3",NA,44,"experiment",99,109,"Bad","Filler","B","Lenny was excited to watch the basketball championship game and invited his friends over.  Everyone had work to do%2C though%2C and none of his friends could make it."
52,24,"Female",NA,"My English is stronger.","3",NA,45,"experiment",0,18,"Res","U","B","It was the first day of fall exam week at Kennedy High School.  Principal Chen printed a sign  asking students to please be as quiet as possible in the halls.  One of the teachers taped it up on the front door.  As he left for lunch that day%2C he found the sign ripped down%2C lying on the front steps."
52,24,"Female",NA,"My English is stronger.","3",NA,46,"experiment",99,109.5,"Good","Filler","B","Liam and his friend Nate each have two older sisters.  Liam's sisters are nice and get along well with each other and with Liam."
52,24,"Female",NA,"My English is stronger.","3",NA,47,"experiment",99,19,"Res","VPO","B","In a tree in Dashaun's backyard%2C a pair of robins built a nest and the mother soon laid an egg.  The egg hatched and Dashaun watched the baby robin  grow. One day%2C when the parents were away from the nest%2C the baby bird fell out of the nest.  Dashaun got a ladder from the garage."
52,24,"Female",NA,"My English is stronger.","3",NA,48,"experiment",99,110,"Bad","Filler","B","Lucy's two daughters normally like exactly the same foods.  But they differ when it comes to sushi%2C which Emily loves but Monica hates."
52,24,"Female",NA,"My English is stronger.","3",NA,49,"experiment",99,20,"Res","VOP","B","Cameron was looking forward to the burrito he had just bought.  As he unwrapped it%2C one of the corners of the burrito came open and a piece of chicken stuck out.  Cameron was annoyed."
52,24,"Female",NA,"My English is stronger.","3",NA,50,"experiment",99,110.5,"Good","Filler","B","When they were little%2C Sam and his brother thought that Burger King was a real person."
52,24,"Female",NA,"My English is stronger.","3",NA,51,"experiment",0,21,"Rep","U","B","Melissa finally spotted a parking space.  It was near where some workers were doing road repairs.  As she was backing in%2C she knocked over an orange traffic cone.  As she climbed out of the car%2C she noticed the cone on the ground and set it back up.  After her appointment%2C she returned to her car to leave%2C and%2C as she was backing out of the parking spot%2C she knocked the cone down a second time.  Dutifully%2C she got out of her car and found the cone."
52,24,"Female",NA,"My English is stronger.","3",NA,52,"experiment",99,111,"Bad","Filler","B","Becky was an all star at calculus--the top student that all the other students came to for help. Fortunately for all the students%2C the midterm was much easier than everyone expected."
52,24,"Female",NA,"My English is stronger.","3",NA,53,"experiment",99,22,"Rep","VPO","B","Denise%2C a pre-school teacher%2C was supervising children playing in the schoolyard.  Four-year-old Raquel tripped%2C fell down and began crying. Denise ran to her and picked her up.  Not two minutes later%2C Raquel was knocked over by a bigger boy and began crying again.  Denise went back over to her."
52,24,"Female",NA,"My English is stronger.","3",NA,54,"experiment",0,111.5,"Good","Filler","B","Tony and Margaret were about to give their big presentation. Tony%2C who was more nervous than Margaret%2C was sweating and couldn't keep his hands still."
52,24,"Female",NA,"My English is stronger.","3",NA,55,"experiment",99,23,"Rep","VOP","B","It was time to clean the gutters on Amanda's house.  She got a ladder from the garage and put it up on the side of the house.  As Amanda was gathering her tools before climbing the ladder%2C her dog bumped the ladder%2C knocking it over.  Amanda cursed."
52,24,"Female",NA,"My English is stronger.","3",NA,56,"experiment",99,112,"Bad","Filler","B","Julie%2C a zoologist%2C explained that female baboons' chests get red when they are pregnant.  But other things can cause a reddened chest%2C too. "
52,24,"Female",NA,"My English is stronger.","3",NA,57,"experiment",0,24,"Res","U","B","Sam and Alex decided to celebrate their anniversary with a bottle of wine and a picnic in the park.  Sam uncorked the bottle and served the wine.    When it was time to go%2C there was still wine in the bottle%2C which Sam decided to take home."
53,19,"Male",NA,"My English is stronger.","3","3",10,"experiment",85,100.5,"Good","Filler","C","Manuel and his daughter Violet went out for dinner.  Manuel encourages his family not to eat meat."
